"archive","folder","page","period","year","month","quarter","area","region","province","district","station","direction","transport","good","description","origin","quantity","unit"
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","dakar","export","","personal effects","","",22,""
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","dakar","export","","fish","","",20,"bundles"
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","dakar","export","","yams","","",6,"loads"
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","dakar","export","","pepper","","",9,"bundles"
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","dakar","export","","fowls","","",7,""
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","dakar","export","","cassava","dried","",4,"loads"
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","grubi","from left to right bank","","horses","","",1,""
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","grubi","from left to right bank","","cattle","","",234,""
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","grubi","from left to right bank","","sheep","","",86,""
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","grubi","from left to right bank","","goats","","",22,""
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","grubi","from left to right bank","","donkeys","","",2,""
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","grubi","from left to right bank","","personal effects","","",88,""
"praad","adm64/5/1","39-40","month",1911,"2","","station","northern territories","","salaga","grubi","from left to right bank","","shea butter","","",1,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","kola","","",2,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","salt","","",178,"bags"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","donkeys","with loads","",1,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",2,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","cloth","","",76,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","goats|sheep","","",1,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","corn","","",11,"bags"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","native pots","","",4,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from right to left bank","land","kerosene","","",6,"tins"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",2,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from left to right bank","land","goats|sheep","","",21,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from left to right bank","land","skins","","",2,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from left to right bank","land","fish","","",80,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from left to right bank","land","shea butter","","",3,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from left to right bank","land","fowls","","",2,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from left to right bank","land","groundnuts","","",2,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","from left to right bank","land","wheat","","",4,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","shea butter","","",82,"loaves"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","goats|sheep","","",8,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","poultry","","",10,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","personal effects","","",21,"loads"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","wheat","","",1,"bags"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","groundnuts","","",2,"bags"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","sundries","","",74,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","guns","","",1,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","silk cotton","","",2,"bags"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","pepper","","",1,"bags"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","rabbits","","bush",3,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","leaving from nt","water","horse skins","","",27,""
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","salt","landed","",1485,"bags"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","bags shipped up river","","",1056,"bags"
"praad","adm64/5/1","33-34","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","bags sold locally","","",429,"bags"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","soap","","european",22,"cases"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","sugar","","european",38,"cases"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","drinkables","","european",26,"cases|loads"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","cotton goods","","european",10,"loads"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","kerosene","","european",14,"tins"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","tobacco","","european",7,"bales|parcels"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","personal effects","","european",33,""
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","twine","","european",11,"bales|parcels"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","sundries","","european",656,""
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","matches","","european",1,"bales|loads"
"praad","adm64/5/1","35-36","month",1911,"3","","district","northern territories","","salaga","","coming into nt","water","provisions","","european",42,"cases|loads"
